cycle,visit_id,config_id,altslot_id,slot_id,slotdur,ra,dec,elat,glat,orient,inst,mode,categ,apt_target,apt_tile,apt_config,apt_pointing,apt_exposure
5,11218001001,11218001001_10201,11218001001_10201_04,11218001001_0008,6651,77.386830,-67.521723,-84.996296,-34.588912,310.0,NIRSpec,IFU,GO,1,2,1,8,4
5,11218002001,11218002001_10101,11218002001_10101_01,11218002001_0001,6651,77.396477,-67.515532,-85.000528,-34.586660,,NIRSpec,IFU,GO,1,1,1,1,1
5,11218002001,11218002001_10101,11218002001_10101_02,11218002001_0002,6651,77.396153,-67.515543,-85.000403,-34.586779,,NIRSpec,IFU,GO,1,1,1,2,2
5,11218002001,11218002001_10101,11218002001_10101_03,11218002001_0003,6651,77.396390,-67.515582,-85.000490,-34.586682,,NIRSpec,IFU,GO,1,1,1,3,3
5,11218002001,11218002001_10101,11218002001_10101_04,11218002001_0004,6651,77.396240,-67.515494,-85.000441,-34.586757,,NIRSpec,IFU,GO,1,1,1,4,4
5,11218003001,11218003001_10101,11218003001_10101_01,11218003001_0001,6651,77.384807,-67.521671,-84.995531,-34.589679,310.0,NIRSpec,IFU,GO,1,1,1,1,1
5,11218003001,11218003001_10101,11218003001_10101_02,11218003001_0002,6651,77.384621,-67.521773,-84.995450,-34.589726,310.0,NIRSpec,IFU,GO,1,1,1,2,2
5,11218003001,11218003001_10101,11218003001_10101_03,11218003001_0003,6651,77.384851,-67.521728,-84.995542,-34.589650,310.0,NIRSpec,IFU,GO,1,1,1,3,3
5,11218003001,11218003001_10101,11218003001_10101_04,11218003001_0004,6651,77.384578,-67.521716,-84.995439,-34.589754,310.0,NIRSpec,IFU,GO,1,1,1,4,4
5,11218004001,11218004001_10101,11218004001_10101_01,11218004001_0001,160,77.341938,-67.505306,-84.980646,-34.609250,,MIRI,MRS,GO,1,1,1,1,1
5,11218004001,11218004001_10101,11218004001_10101_02,11218004001_0002,160,77.340397,-67.505494,-84.980042,-34.609784,,MIRI,MRS,GO,1,1,1,2,2
5,11218004001,11218004001_10101,11218004001_10101_03,11218004001_0003,160,77.341705,-67.505368,-84.980552,-34.609323,,MIRI,MRS,GO,1,1,1,3,3
5,11218004001,11218004001_10101,11218004001_10101_04,11218004001_0004,160,77.340165,-67.505557,-84.979948,-34.609857,,MIRI,MRS,GO,1,1,1,4,4
5,11218004001,11218004001_10102,11218004001_10102_01,11218004001_0005,160,77.341938,-67.505306,-84.980646,-34.609250,,MIRI,MRS,GO,1,1,2,5,1
5,11218004001,11218004001_10102,11218004001_10102_02,11218004001_0006,160,77.340397,-67.505494,-84.980042,-34.609784,,MIRI,MRS,GO,1,1,2,6,2
5,11218004001,11218004001_10102,11218004001_10102_03,11218004001_0007,160,77.341705,-67.505368,-84.980552,-34.609323,,MIRI,MRS,GO,1,1,2,7,3
5,11218004001,11218004001_10102,11218004001_10102_04,11218004001_0008,160,77.340165,-67.505557,-84.979948,-34.609857,,MIRI,MRS,GO,1,1,2,8,4
5,11218004001,11218004001_10103,11218004001_10103_01,11218004001_0009,160,77.341938,-67.505306,-84.980646,-34.609250,,MIRI,MRS,GO,1,1,3,9,1
5,11218004001,11218004001_10103,11218004001_10103_02,11218004001_0010,160,77.340397,-67.505494,-84.980042,-34.609784,,MIRI,MRS,GO,1,1,3,10,2
5,11218004001,11218004001_10103,11218004001_10103_03,11218004001_0011,160,77.341705,-67.505368,-84.980552,-34.609323,,MIRI,MRS,GO,1,1,3,11,3
5,11218004001,11218004001_10103,11218004001_10103_04,11218004001_0012,160,77.340165,-67.505557,-84.979948,-34.609857,,MIRI,MRS,GO,1,1,3,12,4
5,11218005001,11218005001_10101,11218005001_10101_01,11218005001_0001,160,77.332615,-67.538626,-84.974113,-34.605441,,MIRI,MRS,GO,1,1,1,1,1
5,11218005001,11218005001_10101,11218005001_10101_02,11218005001_0002,160,77.331073,-67.538815,-84.973509,-34.605975,,MIRI,MRS,GO,1,1,1,2,2
5,11218005001,11218005001_10101,11218005001_10101_03,11218005001_0003,160,77.332382,-67.538688,-84.974019,-34.605515,,MIRI,MRS,GO,1,1,1,3,3
5,11218005001,11218005001_10101,11218005001_10101_04,11218005001_0004,160,77.330840,-67.538877,-84.973415,-34.606048,,MIRI,MRS,GO,1,1,1,4,4
5,11218005001,11218005001_10102,11218005001_10102_01,11218005001_0005,160,77.332615,-67.538626,-84.974113,-34.605441,,MIRI,MRS,GO,1,1,2,5,1
5,11218005001,11218005001_10102,11218005001_10102_02,11218005001_0006,160,77.331073,-67.538815,-84.973509,-34.605975,,MIRI,MRS,GO,1,1,2,6,2
5,11218005001,11218005001_10102,11218005001_10102_03,11218005001_0007,160,77.332382,-67.538688,-84.974019,-34.605515,,MIRI,MRS,GO,1,1,2,7,3
5,11218005001,11218005001_10102,11218005001_10102_04,11218005001_0008,160,77.330840,-67.538877,-84.973415,-34.606048,,MIRI,MRS,GO,1,1,2,8,4
5,11218005001,11218005001_10103,11218005001_10103_01,11218005001_0009,160,77.332615,-67.538626,-84.974113,-34.605441,,MIRI,MRS,GO,1,1,3,9,1
5,11218005001,11218005001_10103,11218005001_10103_02,11218005001_0010,160,77.331073,-67.538815,-84.973509,-34.605975,,MIRI,MRS,GO,1,1,3,10,2
5,11218005001,11218005001_10103,11218005001_10103_03,11218005001_0011,160,77.332382,-67.538688,-84.974019,-34.605515,,MIRI,MRS,GO,1,1,3,11,3
5,11218005001,11218005001_10103,11218005001_10103_04,11218005001_0012,160,77.330840,-67.538877,-84.973415,-34.606048,,MIRI,MRS,GO,1,1,3,12,4
5,11218006001,11218006001_10101,11218006001_10101_01,11218006001_0001,160,77.344465,-67.506709,-84.981488,-34.608000,,MIRI,MRS,GO,1,1,1,1,1
5,11218006001,11218006001_10101,11218006001_10101_02,11218006001_0002,160,77.342925,-67.506898,-84.980884,-34.608534,,MIRI,MRS,GO,1,1,1,2,2
5,11218006001,11218006001_10101,11218006001_10101_03,11218006001_0003,160,77.344233,-67.506771,-84.981394,-34.608073,,MIRI,MRS,GO,1,1,1,3,3
5,11218006001,11218006001_10101,11218006001_10101_04,11218006001_0004,160,77.342693,-67.506960,-84.980790,-34.608607,,MIRI,MRS,GO,1,1,1,4,4
5,11218006001,11218006001_10102,11218006001_10102_01,11218006001_0005,160,77.344465,-67.506709,-84.981488,-34.608000,,MIRI,MRS,GO,1,1,2,5,1
5,11218006001,11218006001_10102,11218006001_10102_02,11218006001_0006,160,77.342925,-67.506898,-84.980884,-34.608534,,MIRI,MRS,GO,1,1,2,6,2
5,11218006001,11218006001_10102,11218006001_10102_03,11218006001_0007,160,77.344233,-67.506771,-84.981394,-34.608073,,MIRI,MRS,GO,1,1,2,7,3
5,11218006001,11218006001_10102,11218006001_10102_04,11218006001_0008,160,77.342693,-67.506960,-84.980790,-34.608607,,MIRI,MRS,GO,1,1,2,8,4
5,11218006001,11218006001_10103,11218006001_10103_01,11218006001_0009,160,77.344465,-67.506709,-84.981488,-34.608000,,MIRI,MRS,GO,1,1,3,9,1
5,11218006001,11218006001_10103,11218006001_10103_02,11218006001_0010,160,77.342925,-67.506898,-84.980884,-34.608534,,MIRI,MRS,GO,1,1,3,10,2
5,11218006001,11218006001_10103,11218006001_10103_03,11218006001_0011,160,77.344233,-67.506771,-84.981394,-34.608073,,MIRI,MRS,GO,1,1,3,11,3
5,11218006001,11218006001_10103,11218006001_10103_04,11218006001_0012,160,77.342693,-67.506960,-84.980790,-34.608607,,MIRI,MRS,GO,1,1,3,12,4
5,11244001001,11244001001_10101,11244001001_10101_01,11244001001_0001,1485,150.129335,2.369590,-9.207318,42.224818,,NIRSpec,IFU,GO,1,1,1,1,1
5,11244001001,11244001001_10101,11244001001_10101_02,11244001001_0002,1485,150.129211,2.369579,-9.207371,42.224710,,NIRSpec,IFU,GO,1,1,1,2,2
5,11244001001,11244001001_10101,11244001001_10101_03,11244001001_0003,1485,150.129301,2.369541,-9.207376,42.224762,,NIRSpec,IFU,GO,1,1,1,3,3
5,11244001001,11244001001_10101,11244001001_10101_04,11244001001_0004,1485,150.129244,2.369629,-9.207313,42.224766,,NIRSpec,IFU,GO,1,1,1,4,4
5,11244001001,11244001001_10101,11244001001_10101_05,11244001001_0005,1485,150.129272,2.369564,-9.207364,42.224751,,NIRSpec,IFU,GO,1,1,1,5,5
5,11244001001,11244001001_10101,11244001001_10101_06,11244001001_0006,1485,150.129294,2.369604,-9.207319,42.224793,,NIRSpec,IFU,GO,1,1,1,6,6
5,11244001001,11244001001_10101,11244001001_10101_07,11244001001_0007,1485,150.129242,2.369598,-9.207343,42.224747,,NIRSpec,IFU,GO,1,1,1,7,7
5,11244001001,11244001001_10101,11244001001_10101_08,11244001001_0008,1485,150.129241,2.369577,-9.207363,42.224734,,NIRSpec,IFU,GO,1,1,1,8,8
5,11244001001,11244001001_10101,11244001001_10101_09,11244001001_0009,1485,150.129333,2.369559,-9.207347,42.224798,,NIRSpec,IFU,GO,1,1,1,9,9
5,11244001001,11244001001_10101,11244001001_10101_10,11244001001_0010,1485,150.129285,2.369575,-9.207349,42.224769,,NIRSpec,IFU,GO,1,1,1,10,10
5,11244001001,11244001001_10101,11244001001_10101_11,11244001001_0011,1485,150.129238,2.369578,-9.207363,42.224732,,NIRSpec,IFU,GO,1,1,1,11,11
5,11244001001,11244001001_10101,11244001001_10101_12,11244001001_0012,1485,150.129289,2.369551,-9.207371,42.224758,,NIRSpec,IFU,GO,1,1,1,12,12
5,11244001001,11244001001_10101,11244001001_10101_13,11244001001_0013,1485,150.129287,2.369633,-9.207294,42.224804,,NIRSpec,IFU,GO,1,1,1,13,13
5,11244001001,11244001001_10101,11244001001_10101_14,11244001001_0014,1485,150.129281,2.369553,-9.207371,42.224753,,NIRSpec,IFU,GO,1,1,1,14,14
5,11244002001,11244002001_10101,11244002001_10101_01,11244002001_0001,1485,150.077861,2.281162,-9.308142,42.131684,,NIRSpec,IFU,GO,1,1,1,1,1
5,11244002001,11244002001_10101,11244002001_10101_02,11244002001_0002,1485,150.077737,2.281151,-9.308196,42.131576,,NIRSpec,IFU,GO,1,1,1,2,2
5,11244002001,11244002001_10101,11244002001_10101_03,11244002001_0003,1485,150.077828,2.281113,-9.308200,42.131628,,NIRSpec,IFU,GO,1,1,1,3,3
5,11244002001,11244002001_10101,11244002001_10101_04,11244002001_0004,1485,150.077771,2.281201,-9.308138,42.131632,,NIRSpec,IFU,GO,1,1,1,4,4
5,11244002001,11244002001_10101,11244002001_10101_05,11244002001_0005,1485,150.077798,2.281136,-9.308189,42.131617,,NIRSpec,IFU,GO,1,1,1,5,5
5,11244002001,11244002001_10101,11244002001_10101_06,11244002001_0006,1485,150.077821,2.281176,-9.308144,42.131658,,NIRSpec,IFU,GO,1,1,1,6,6
5,11244002001,11244002001_10101,11244002001_10101_07,11244002001_0007,1485,150.077769,2.281170,-9.308167,42.131613,,NIRSpec,IFU,GO,1,1,1,7,7
5,11244002001,11244002001_10101,11244002001_10101_08,11244002001_0008,1485,150.077768,2.281149,-9.308187,42.131600,,NIRSpec,IFU,GO,1,1,1,8,8
5,11244002001,11244002001_10101,11244002001_10101_09,11244002001_0009,1485,150.077860,2.281131,-9.308172,42.131664,,NIRSpec,IFU,GO,1,1,1,9,9
5,11244002001,11244002001_10101,11244002001_10101_10,11244002001_0010,1485,150.077812,2.281147,-9.308174,42.131634,,NIRSpec,IFU,GO,1,1,1,10,10
5,11244003001,11244003001_10101,11244003001_10101_01,11244003001_0001,1485,150.109111,2.294354,-9.284872,42.164777,,NIRSpec,IFU,GO,1,1,1,1,1
5,11244003001,11244003001_10101,11244003001_10101_02,11244003001_0002,1485,150.108987,2.294343,-9.284926,42.164669,,NIRSpec,IFU,GO,1,1,1,2,2
5,11244003001,11244003001_10101,11244003001_10101_03,11244003001_0003,1485,150.109078,2.294305,-9.284930,42.164721,,NIRSpec,IFU,GO,1,1,1,3,3
5,11244003001,11244003001_10101,11244003001_10101_04,11244003001_0004,1485,150.109020,2.294393,-9.284868,42.164725,,NIRSpec,IFU,GO,1,1,1,4,4
5,11244003001,11244003001_10101,11244003001_10101_05,11244003001_0005,1485,150.109048,2.294328,-9.284919,42.164710,,NIRSpec,IFU,GO,1,1,1,5,5
5,11244003001,11244003001_10101,11244003001_10101_06,11244003001_0006,1485,150.109070,2.294368,-9.284873,42.164752,,NIRSpec,IFU,GO,1,1,1,6,6
5,11244003001,11244003001_10101,11244003001_10101_07,11244003001_0007,1485,150.109019,2.294361,-9.284897,42.164706,,NIRSpec,IFU,GO,1,1,1,7,7
5,11244003001,11244003001_10101,11244003001_10101_08,11244003001_0008,1485,150.109018,2.294341,-9.284917,42.164693,,NIRSpec,IFU,GO,1,1,1,8,8
5,11244003001,11244003001_10101,11244003001_10101_09,11244003001_0009,1485,150.109109,2.294323,-9.284902,42.164757,,NIRSpec,IFU,GO,1,1,1,9,9
5,11244003001,11244003001_10101,11244003001_10101_10,11244003001_0010,1485,150.109061,2.294339,-9.284903,42.164728,,NIRSpec,IFU,GO,1,1,1,10,10
5,11245001001,11245001001_10101,11245001001_10101_01,11245001001_0001,3339,257.677447,28.837523,51.531311,33.480900,,NIRSpec,IFU,GO,1,1,1,1,1
5,11245001001,11245001001_10101,11245001001_10101_02,11245001001_0002,3339,257.677305,28.837513,51.531283,33.481017,,NIRSpec,IFU,GO,1,1,1,2,2
5,11245001001,11245001001_10101,11245001001_10101_03,11245001001_0003,3339,257.677409,28.837474,51.531257,33.480919,,NIRSpec,IFU,GO,1,1,1,3,3
5,11245001001,11245001001_10101,11245001001_10101_04,11245001001_0004,3339,257.677343,28.837562,51.531336,33.480998,,NIRSpec,IFU,GO,1,1,1,4,4
5,11245001001,11245001001_10102,11245001001_10102_01,11245001001_0005,3339,257.677447,28.837523,51.531311,33.480900,,NIRSpec,IFU,GO,1,1,2,5,1
5,11245001001,11245001001_10102,11245001001_10102_02,11245001001_0006,3339,257.677305,28.837513,51.531283,33.481017,,NIRSpec,IFU,GO,1,1,2,6,2
5,11245001001,11245001001_10102,11245001001_10102_03,11245001001_0007,3339,257.677409,28.837474,51.531257,33.480919,,NIRSpec,IFU,GO,1,1,2,7,3
5,11245001001,11245001001_10102,11245001001_10102_04,11245001001_0008,3339,257.677343,28.837562,51.531336,33.480998,,NIRSpec,IFU,GO,1,1,2,8,4
5,11245001001,11245001001_10103,11245001001_10103_01,11245001001_0009,756,257.677447,28.837523,51.531311,33.480900,,NIRSpec,IFU,GO,1,1,3,9,1
5,11245001001,11245001001_10103,11245001001_10103_02,11245001001_0010,756,257.677305,28.837513,51.531283,33.481017,,NIRSpec,IFU,GO,1,1,3,10,2
5,11245001001,11245001001_10103,11245001001_10103_03,11245001001_0011,756,257.677409,28.837474,51.531257,33.480919,,NIRSpec,IFU,GO,1,1,3,11,3
5,11245001001,11245001001_10103,11245001001_10103_04,11245001001_0012,756,257.677343,28.837562,51.531336,33.480998,,NIRSpec,IFU,GO,1,1,3,12,4
5,11277001001,11277001001_10101,11277001001_10101_01,11277001001_0001,469,18.029395,1.485162,-5.698477,-60.956513,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277001001,11277001001_10101,11277001001_10101_02,11277001001_0002,469,18.029338,1.483495,-5.699997,-60.958166,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277001001,11277001001_10101,11277001001_10101_03,11277001001_0003,469,18.031005,1.483438,-5.700683,-60.957947,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277001001,11277001001_10101,11277001001_10101_04,11277001001_0004,469,18.031062,1.485105,-5.699164,-60.956294,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277002001,11277002001_10101,11277002001_10101_01,11277002001_0001,469,24.083361,16.470962,5.996921,-45.060904,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277002001,11277002001_10101,11277002001_10101_02,11277002001_0002,469,24.083301,16.469295,5.995391,-45.062534,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277002001,11277002001_10101,11277002001_10101_03,11277002001_0003,469,24.085039,16.469238,5.994729,-45.062180,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277002001,11277002001_10101,11277002001_10101_04,11277002001_0004,469,24.085099,16.470905,5.996260,-45.060550,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277003001,11277003001_10101,11277003001_10101_01,11277003001_0001,469,123.690767,15.045762,-4.672041,25.088298,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277003001,11277003001_10101,11277003001_10101_02,11277003001_0002,469,123.690708,15.044095,-4.673679,25.087586,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277003001,11277003001_10101,11277003001_10101_03,11277003001_0003,469,123.692433,15.044038,-4.673365,25.089094,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277003001,11277003001_10101,11277003001_10101_04,11277003001_0004,469,123.692492,15.045705,-4.671727,25.089806,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277004001,11277004001_10101,11277004001_10101_01,11277004001_0001,469,143.202435,21.466562,6.547332,44.672106,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277004001,11277004001_10101,11277004001_10101_02,11277004001_0002,469,143.202374,21.464895,6.545735,44.671551,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277004001,11277004001_10101,11277004001_10101_03,11277004001_0003,469,143.204165,21.464838,6.546215,44.673124,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277004001,11277004001_10101,11277004001_10101_04,11277004001_0004,469,143.204226,21.466505,6.547812,44.673679,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277005001,11277005001_10101,11277005001_10101_01,11277005001_0001,469,160.042692,4.909062,-3.253742,51.649510,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277005001,11277005001_10101,11277005001_10101_02,11277005001_0002,469,160.042635,4.907395,-3.255308,51.648417,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277005001,11277005001_10101,11277005001_10101_03,11277005001_0003,469,160.044308,4.907338,-3.254737,51.649676,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277005001,11277005001_10101,11277005001_10101_04,11277005001_0004,469,160.044365,4.909005,-3.253170,51.650769,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277006001,11277006001_10101,11277006001_10101_01,11277006001_0001,469,159.419385,9.106062,0.408915,53.655387,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277006001,11277006001_10101,11277006001_10101_02,11277006001_0002,469,159.419327,9.104395,0.407347,53.654404,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277006001,11277006001_10101,11277006001_10101_03,11277006001_0003,469,159.421015,9.104338,0.407915,53.655751,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277006001,11277006001_10101,11277006001_10101_04,11277006001_0004,469,159.421073,9.106005,0.409483,53.656734,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277007001,11277007001_10101,11277007001_10101_01,11277007001_0001,469,157.673590,27.774262,17.087840,58.876864,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277007001,11277007001_10101,11277007001_10101_02,11277007001_0002,469,157.673526,27.772595,17.086280,58.876600,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277007001,11277007001_10101,11277007001_10101_03,11277007001_0003,469,157.675410,27.772538,17.086869,58.878246,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277007001,11277007001_10101,11277007001_10101_04,11277007001_0004,469,157.675474,27.774205,17.088429,58.878511,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277008001,11277008001_10101,11277008001_10101_01,11277008001_0001,469,340.324988,-7.455338,0.787657,-53.431272,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277008001,11277008001_10101,11277008001_10101_02,11277008001_0002,469,340.324931,-7.457005,0.786134,-53.432219,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277008001,11277008001_10101,11277008001_10101_03,11277008001_0003,469,340.326612,-7.457062,0.785456,-53.433591,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277008001,11277008001_10101,11277008001_10101_04,11277008001_0004,469,340.326669,-7.455395,0.786980,-53.432645,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277009001,11277009001_10101,11277009001_10101_01,11277009001_0001,469,195.365681,-16.458969,-9.141055,46.344976,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277009001,11277009001_10101,11277009001_10101_02,11277009001_0002,469,195.365621,-16.460635,-9.142613,46.343316,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277009001,11277009001_10101,11277009001_10101_03,11277009001_0003,469,195.367359,-16.460692,-9.142018,46.343165,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277009001,11277009001_10101,11277009001_10101_04,11277009001_0004,469,195.367419,-16.459026,-9.140460,46.344825,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277010001,11277010001_10101,11277010001_10101_01,11277010001_0001,469,52.317013,-49.823488,-64.703039,-52.345997,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277010001,11277010001_10101,11277010001_10101_02,11277010001_0002,469,52.316924,-49.825155,-64.704377,-52.345420,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277010001,11277010001_10101,11277010001_10101_03,11277010001_0003,469,52.319507,-49.825212,-64.705372,-52.343856,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277010001,11277010001_10101,11277010001_10101_04,11277010001_0004,469,52.319596,-49.823545,-64.704034,-52.344433,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277011001,11277011001_10101,11277011001_10101_01,11277011001_0001,469,353.379160,-35.632208,-29.816939,-71.369375,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277011001,11277011001_10101,11277011001_10101_02,11277011001_0002,469,353.379090,-35.633874,-29.818397,-71.368706,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277011001,11277011001_10101,11277011001_10101_03,11277011001_0003,469,353.381140,-35.633931,-29.819206,-71.370233,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277011001,11277011001_10101,11277011001_10101_04,11277011001_0004,469,353.381210,-35.632265,-29.817749,-71.370903,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277012001,11277012001_10101,11277012001_10101_01,11277012001_0001,469,48.080554,-66.721158,-73.691822,-44.926745,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277012001,11277012001_10101,11277012001_10101_02,11277012001_0002,469,48.080409,-66.722824,-73.692307,-44.925639,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277012001,11277012001_10101,11277012001_10101_03,11277012001_0003,469,48.084626,-66.722881,-73.693902,-44.924391,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277012001,11277012001_10101,11277012001_10101_04,11277012001_0004,469,48.084771,-66.721215,-73.693418,-44.925498,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277013001,11277013001_10101,11277013001_10101_01,11277013001_0001,469,49.319057,-66.241949,-73.999488,-44.887584,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277013001,11277013001_10101,11277013001_10101_02,11277013001_0002,469,49.318915,-66.243616,-74.000000,-44.886518,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277013001,11277013001_10101,11277013001_10101_03,11277013001_0003,469,49.323052,-66.243673,-74.001587,-44.885236,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277013001,11277013001_10101,11277013001_10101_04,11277013001_0004,469,49.323193,-66.242006,-74.001075,-44.886302,,NIRCam,Imaging,GO,1,1,1,4,4
5,11277014001,11277014001_10101,11277014001_10101_01,11277014001_0001,469,191.454467,61.970331,57.885474,55.145313,,NIRCam,Imaging,GO,1,1,1,1,1
5,11277014001,11277014001_10101,11277014001_10101_02,11277014001_0002,469,191.454346,61.968665,57.884299,55.146976,,NIRCam,Imaging,GO,1,1,1,2,2
5,11277014001,11277014001_10101,11277014001_10101_03,11277014001_0003,469,191.457892,61.968608,57.885483,55.147097,,NIRCam,Imaging,GO,1,1,1,3,3
5,11277014001,11277014001_10101,11277014001_10101_04,11277014001_0004,469,191.458014,61.970274,57.886658,55.145433,,NIRCam,Imaging,GO,1,1,1,4,4
5,11286001001,11286001001_10101,11286001001_10101_01,11286001001_0001,318,266.040851,66.315824,88.398834,31.400636,,NIRSpec,IFU,GO,1,1,1,1,1
5,11286001001,11286001001_10101,11286001001_10101_02,11286001001_0002,318,266.039727,66.315840,88.398393,31.401085,,NIRSpec,IFU,GO,1,1,1,2,2
5,11286001001,11286001001_10101,11286001001_10101_03,11286001001_0003,318,266.040341,66.315622,88.398595,31.400853,,NIRSpec,IFU,GO,1,1,1,3,3
5,11286001001,11286001001_10101,11286001001_10101_04,11286001001_0004,318,266.040237,66.316042,88.398632,31.400869,,NIRSpec,IFU,GO,1,1,1,4,4
5,11286002001,11286002001_10101,11286002001_10101_01,11286002001_0001,318,267.957717,65.223869,88.424423,30.658872,,NIRSpec,IFU,GO,1,1,1,1,1
5,11286002001,11286002001_10101,11286002001_10101_02,11286002001_0002,318,267.956641,65.223884,88.424204,30.659323,,NIRSpec,IFU,GO,1,1,1,2,2
5,11286002001,11286002001_10101,11286002001_10101_03,11286002001_0003,318,267.957229,65.223667,88.424144,30.659080,,NIRSpec,IFU,GO,1,1,1,3,3
5,11286002001,11286002001_10101,11286002001_10101_04,11286002001_0004,318,267.957129,65.224087,88.424482,30.659114,,NIRSpec,IFU,GO,1,1,1,4,4
5,11286003001,11286003001_10101,11286003001_10101_01,11286003001_0001,318,270.259916,64.754691,88.190801,29.685034,,NIRSpec,IFU,GO,1,1,1,1,1
5,11286003001,11286003001_10101,11286003001_10101_02,11286003001_0002,318,270.258858,64.754706,88.190842,29.685485,,NIRSpec,IFU,GO,1,1,1,2,2
5,11286003001,11286003001_10101,11286003001_10101_03,11286003001_0003,318,270.259436,64.754489,88.190611,29.685234,,NIRSpec,IFU,GO,1,1,1,3,3
5,11286003001,11286003001_10101,11286003001_10101_04,11286003001_0004,318,270.259337,64.754909,88.191033,29.685285,,NIRSpec,IFU,GO,1,1,1,4,4
5,11286004001,11286004001_10101,11286004001_10101_01,11286004001_0001,318,272.880760,66.816041,88.831859,28.677228,,NIRSpec,IFU,GO,1,1,1,1,1
5,11286004001,11286004001_10101,11286004001_10101_02,11286004001_0002,318,272.879614,66.816056,88.832298,28.677680,,NIRSpec,IFU,GO,1,1,1,2,2
5,11286004001,11286004001_10101,11286004001_10101_03,11286004001_0003,318,272.880240,66.815839,88.832099,28.677424,,NIRSpec,IFU,GO,1,1,1,3,3
5,11286004001,11286004001_10101,11286004001_10101_04,11286004001_0004,318,272.880133,66.816259,88.832058,28.677484,,NIRSpec,IFU,GO,1,1,1,4,4
5,11286005001,11286005001_10101,11286005001_10101_01,11286005001_0001,318,270.198991,66.047186,89.480277,29.729544,,NIRSpec,IFU,GO,1,1,1,1,1
5,11286005001,11286005001_10101,11286005001_10101_02,11286005001_0002,318,270.197880,66.047201,89.480361,29.729995,,NIRSpec,IFU,GO,1,1,1,2,2
5,11286005001,11286005001_10101,11286005001_10101_03,11286005001_0003,318,270.198487,66.046983,89.480108,29.729747,,NIRSpec,IFU,GO,1,1,1,3,3
5,11286005001,11286005001_10101,11286005001_10101_04,11286005001_0004,318,270.198383,66.047403,89.480530,29.729792,,NIRSpec,IFU,GO,1,1,1,4,4
5,11286006001,11286006001_10101,11286006001_10101_01,11286006001_0001,318,268.021298,64.844216,88.100411,30.638479,,NIRSpec,IFU,GO,1,1,1,1,1
5,11286006001,11286006001_10101,11286006001_10101_02,11286006001_0002,318,268.020236,64.844231,88.100238,30.638930,,NIRSpec,IFU,GO,1,1,1,2,2
5,11286006001,11286006001_10101,11286006001_10101_03,11286006001_0003,318,268.020816,64.844014,88.100142,30.638687,,NIRSpec,IFU,GO,1,1,1,3,3
